Away_G,Home_G,OT,Attendance,LengthOfGame,Notes,Goal_Diff,Datetime,Edmonton Oilers,Florida Panthers,Minnesota Wild,St. Louis Blues,New York Islanders,Columbus Blue Jackets,Arizona Coyotes,Philadelphia Flyers,Buffalo Sabres,Ottawa Senators,Dallas Stars,Chicago Blackhawks,Toronto Maple Leafs,Seattle Kraken,Carolina Hurricanes,San Jose Sharks,Detroit Red Wings,Calgary Flames,Utah Mammoth,Pittsburgh Penguins,Washington Capitals,Nashville Predators,Winnipeg Jets,Vancouver Canucks,Montreal Canadiens,Los Angeles Kings,New Jersey Devils,New York Rangers,Boston Bruins,Colorado Avalanche,Vegas Golden Knights,Anaheim Ducks,Tampa Bay Lightning,home_win
4,6,0,16087,2:33,,2,2022-03-13T19:00:00.000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
0,3,0,18081,2:27,,3,2022-03-13T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3,1,15822,2:39,,1,2022-03-13T22:00:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,2,0,19009,2:29,,-4,2022-03-13T19:00:00.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0,17255,2:30,,1,2022-03-13T19:30:00.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
4,3,1,15451,2:35,,-1,2022-03-13T19:00:00.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2,4,0,17866,2:38,,2,2022-03-13T13:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,1,18096,2:28,,-1,2022-03-13T19:00:00.000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,18760,2:28,,-1,2022-03-13T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
5,3,0,9201,2:22,,-2,2022-03-14T19:30:00.000000,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,19629,2:34,,-1,2022-03-15T20:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
5,7,0,15311,2:30,,2,2022-03-15T21:00:00.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,13967,2:26,,-3,2022-03-15T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0
6,3,0,20532,2:26,,-3,2022-03-15T19:00:00.000000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4,0,17498,2:23,,3,2022-03-15T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,4,1,18006,2:28,,1,2022-03-15T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1
3,2,1,12276,2:33,,-1,2022-03-15T22:30:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,18543,2:22,,4,2022-03-15T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,0,18562,2:32,,3,2022-03-15T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1
3,7,0,13470,2:25,,4,2022-03-15T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1
3,4,1,18573,2:45,,1,2022-03-15T19:00:00.000000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,0,15488,2:26,,3,2022-03-16T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
2,4,0,17956,2:40,,2,2022-03-16T19:30:00.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1
4,1,0,10087,2:23,,-3,2022-03-16T19:30:00.000000,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,17151,2:27,,-3,2022-03-16T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
7,2,0,15911,2:36,,-5,2022-03-17T19:00:00.000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,15883,2:28,,5,2022-03-17T21:00:00.000000,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,13137,2:17,,3,2022-03-17T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,3,1,20714,2:41,,-1,2022-03-17T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,0,18006,2:16,,-1,2022-03-17T19:00:00.000000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,0,18405,2:43,,1,2022-03-17T19:00:00.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,18096,2:43,,-1,2022-03-17T20:00:00.000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,18134,2:19,,1,2022-03-17T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,18893,2:26,,-1,2022-03-17T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,0,18265,2:33,,2,2022-03-17T22:30:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,0,0,12296,2:28,,-3,2022-03-18T22:00:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,1,18680,2:59,,-1,2022-03-18T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,16685,2:23,,-1,2022-03-18T21:00:00.000000,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,11431,2:34,,2,2022-03-18T19:00:00.000000,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,0,13022,2:27,,-2,2022-03-18T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
4,2,0,14191,2:30,,-2,2022-03-18T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0
4,1,0,14507,2:19,,-3,2022-03-19T17:00:00.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,0,19005,2:29,,1,2022-03-19T17:00:00.000000,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,0,16950,2:35,,3,2022-03-19T15:00:00.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
1,3,0,19226,2:26,,2,2022-03-19T14:00:00.000000,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,21105,2:29,,4,2022-03-19T19:00:00.000000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,6,0,17692,2:38,,3,2022-03-19T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,4,0,17255,2:26,,2,2022-03-19T14:00:00.000000,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,0,17151,2:30,,2,2022-03-19T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,19092,2:34,,-1,2022-03-19T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
5,2,0,18865,2:22,,-3,2022-03-19T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0,18136,2:28,,4,2022-03-19T16:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1
2,0,0,18680,2:23,,-2,2022-03-20T18:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
6,4,0,19251,2:25,,-2,2022-03-20T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,17218,2:24,,1,2022-03-20T14:00:00.000000,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,0,13349,2:18,,2,2022-03-20T19:00:00.000000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,18873,2:32,,-1,2022-03-20T22:00:00.000000,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,0,18573,2:33,,-1,2022-03-20T17:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,11679,2:33,,-3,2022-03-21T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
2,3,1,18022,2:30,,1,2022-03-21T21:30:00.000000,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,3,0,17498,2:20,,3,2022-03-21T20:00:00.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
3,2,1,20922,2:27,,-1,2022-03-21T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0
4,2,0,11670,2:19,,-2,2022-03-22T22:00:00.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,16783,2:41,,1,2022-03-22T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
4,3,0,15594,2:29,,-1,2022-03-22T21:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0,18532,2:28,,2,2022-03-22T20:30:00.000000,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,0,15521,2:30,,3,2022-03-22T19:30:00.000000,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6,0,12629,2:21,,5,2022-03-22T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1
4,7,0,16514,2:25,,3,2022-03-22T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1
0,3,0,15856,2:17,,3,2022-03-22T19:30:00.000000,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5,0,18196,2:21,,4,2022-03-22T19:00:00.000000,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,13690,2:23,,4,2022-03-22T20:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1
5,2,0,18573,2:18,,-3,2022-03-22T19:00:00.000000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,11740,2:30,,-2,2022-03-23T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,1,9399,2:35,,1,2022-03-23T19:30:00.000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,17482,2:21,,-2,2022-03-23T21:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2,3,0,18739,2:27,,1,2022-03-23T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
2,3,0,17850,2:39,,1,2022-03-24T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1
4,3,1,16421,2:41,,-1,2022-03-24T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0,16740,2:30,,3,2022-03-24T21:00:00.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,3,1,13518,2:38,,-1,2022-03-24T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,3,1,17333,2:39,,1,2022-03-24T20:00:00.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
4,3,0,20788,2:34,,-1,2022-03-24T19:00:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,5,0,16429,2:19,,3,2022-03-24T19:30:00.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0,18096,2:19,,-3,2022-03-24T20:00:00.000000,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,18021,2:42,,5,2022-03-24T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1
5,2,0,14175,2:24,,-3,2022-03-24T20:00:00.000000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,3,1,9740,2:35,,-1,2022-03-25T19:00:00.000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0,16526,2:23,,2,2022-03-25T21:00:00.000000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6,0,18051,2:33,,3,2022-03-25T21:00:00.000000,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,5,0,18006,2:20,,4,2022-03-25T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,4,1,13475,2:30,,1,2022-03-25T20:00:00.000000,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,6,0,17850,2:32,,3,2022-03-26T12:30:00.000000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,9,0,19289,2:40,,4,2022-03-26T22:00:00.000000,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,18532,2:36,,-3,2022-03-26T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2,1,1,19515,2:44,,-1,2022-03-26T12:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2,4,0,18230,2:20,,2,2022-03-26T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,3,1,19089,2:41,,1,2022-03-26T20:00:00.000000,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,4,0,21105,2:30,,2,2022-03-26T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,1,17201,2:54,,-1,2022-03-26T19:00:00.000000,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,14161,2:19,,3,2022-03-26T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1
7,2,0,18096,2:28,,-5,2022-03-26T20:00:00.000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1,18301,2:33,,1,2022-03-26T15:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,4,0,18573,2:30,,1,2022-03-26T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1
2,3,1,19140,2:43,,1,2022-03-27T18:00:00.000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
2,3,1,12080,2:42,,1,2022-03-27T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1
4,5,0,17414,2:29,,1,2022-03-27T18:00:00.000000,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,17255,2:39,,-3,2022-03-27T14:00:00.000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
4,5,1,18006,2:25,,1,2022-03-27T17:00:00.000000,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,11,0,17842,2:34,,9,2022-03-27T17:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,18939,2:32,,3,2022-03-27T19:00:00.000000,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1,13825,2:27,,1,2022-03-27T19:00:00.000000,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,5,0,18648,2:23,,-1,2022-03-28T20:30:00.000000,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,15237,2:25,,5,2022-03-28T21:30:00.000000,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,1,0,13919,2:30,,-5,2022-03-28T22:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,18096,2:19,,3,2022-03-28T19:30:00.000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
6,1,0,18573,2:25,,-5,2022-03-28T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,12617,2:30,,-1,2022-03-29T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,4,0,17850,2:34,,-2,2022-03-29T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,3,0,15557,2:22,,-1,2022-03-29T19:00:00.000000,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,16543,2:40,,-1,2022-03-29T21:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
4,7,0,15587,2:39,,3,2022-03-29T19:00:00.000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1
1,4,0,17874,2:25,,3,2022-03-29T20:00:00.000000,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,17176,2:41,,3,2022-03-29T20:00:00.000000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,2,0,18011,2:17,,-1,2022-03-29T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
3,4,1,19092,2:37,,1,2022-03-29T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,5,0,9949,2:23,,3,2022-03-30T22:00:00.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,1,8055,2:30,,-1,2022-03-30T19:00:00.000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
5,4,1,16375,2:27,,-1,2022-03-30T19:30:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
3,4,1,16472,2:38,,1,2022-03-30T21:30:00.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
3,0,0,17151,2:19,,-3,2022-03-30T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
4,3,0,18809,2:22,,-1,2022-03-30T22:00:00.000000,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,1,12385,2:30,,-1,2022-03-31T22:00:00.000000,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8,0,17850,2:49,,7,2022-03-31T19:00:00.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1
